Date,Open,High,Low,Close,Adj Close,Volume
2017-02-17,6.137701988220215,6.480122089385986,6.137701988220215,6.4607391357421875,6.260987281799316,25694
2017-02-21,6.447817802429199,6.447817802429199,6.260456085205078,6.260456085205078,6.066896438598633,202763
2017-02-22,6.144808769226074,6.144808769226074,2.0222110748291016,2.978400945663452,2.88631534576416,711993
2017-02-23,3.230370044708252,4.102569103240967,3.0688509941101074,3.4177310466766357,3.3120622634887695,258639
2017-02-24,3.456496000289917,4.102569103240967,3.27559494972229,3.689081907272339,3.5750234127044678,25694
2017-02-27,3.6826210021972656,3.6826210021972656,3.3628149032592773,3.6425650119781494,3.529944896697998,21669
2017-02-28,3.6826210021972656,3.7149250507354736,3.391887903213501,3.5534069538116455,3.4435434341430664,10370
2017-03-01,3.481045961380005,3.766611099243164,3.391887903213501,3.7601499557495117,3.6438941955566406,36838
2017-03-02,3.766611099243164,3.9087469577789307,3.753690004348755,3.869982957839966,3.750331401824951,19967
2017-03-03,3.5534069538116455,3.9733550548553467,3.5534069538116455,3.721385955810547,3.6063287258148193,2631
2017-03-06,3.6826210021972656,3.689081907272339,3.230370044708252,3.5534069538116455,3.4435434341430664,20586
2017-03-07,3.5534069538116455,3.6826210021972656,3.52756404876709,3.618014097213745,3.506152868270874,28325
2017-03-08,3.761441946029663,3.9345901012420654,3.7084639072418213,3.734307050704956,3.6188504695892334,17955
2017-03-09,3.858354091644287,3.9087469577789307,3.856415033340454,3.8893649578094482,3.7691142559051514,5572
2017-03-10,3.8312180042266846,4.037961959838867,3.8221731185913086,4.037961959838867,3.913116931915283,10525
2017-03-13,4.037961959838867,4.037961959838867,3.947511911392212,4.018579959869385,3.894334316253662,8513
2017-03-14,4.018579959869385,4.018579959869385,4.018579959869385,4.018579959869385,3.894334316253662,0
2017-03-15,4.180098056793213,4.193019866943359,4.003719806671143,4.173637866973877,4.04459810256958,16407
2017-03-16,4.218863010406494,4.4940900802612305,4.218863010406494,4.3274030685424805,4.193609237670898,3715
2017-03-17,4.2556891441345215,4.2556891441345215,4.220154762268066,4.220154762268066,4.089676856994629,6501
2017-03-20,4.193019866943359,4.393302917480469,3.65677809715271,3.9345901012420654,3.812941074371338,41946
2017-03-21,4.005658149719238,4.012118816375732,4.005658149719238,4.012118816375732,3.8880727291107178,1393
2017-03-22,3.8241119384765625,4.199481010437012,3.8241119384765625,4.193665981292725,4.193665981292725,14859
2017-03-23,4.1477952003479,4.186559200286865,4.134872913360596,4.1607160568237305,4.1607160568237305,7120
2017-03-24,3.9765849113464355,4.264088153839111,3.8506009578704834,3.8506009578704834,3.8506009578704834,27087
2017-03-27,4.1607160568237305,4.244706153869629,3.9216690063476562,3.9216690063476562,3.9216690063476562,2012
2017-03-28,4.018579959869385,4.018579959869385,4.018579959869385,4.018579959869385,4.018579959869385,1548
2017-03-29,3.8570609092712402,3.8570609092712402,3.84414005279541,3.84414005279541,3.84414005279541,3715
2017-03-30,3.9843380451202393,3.9862759113311768,3.8822579383850098,3.939112901687622,3.939112901687622,8358
2017-03-31,3.995966911315918,4.063805103302002,3.995966911315918,4.037961959838867,4.037961959838867,3715
2017-04-03,3.9281299114227295,3.989506959915161,3.927483081817627,3.927483081817627,3.927483081817627,3405
2017-04-04,3.9307138919830322,3.9307138919830322,3.876444101333618,3.876444101333618,3.876444101333618,3405
2017-04-05,3.9287760257720947,3.9287760257720947,3.858354091644287,3.858354091644287,3.858354091644287,1393
2017-04-06,3.8893649578094482,3.9281299114227295,3.8893649578094482,3.915208101272583,3.915208101272583,4179
2017-04-07,3.811836004257202,3.811836004257202,3.811836004257202,3.811836004257202,3.811836004257202,774
2017-04-10,3.876444101333618,3.9733550548553467,3.876444101333618,3.960433006286621,3.960433006286621,929
2017-04-11,3.876444101333618,3.876444101333618,3.753690004348755,3.753690004348755,3.753690004348755,8823
2017-04-12,3.811836004257202,3.8182969093322754,3.7601499557495117,3.7601499557495117,3.7601499557495117,6965
2017-04-13,3.7601499557495117,3.7601499557495117,3.7472290992736816,3.7472290992736816,3.7472290992736816,619
2017-04-17,3.7472290992736816,3.7472290992736816,3.576664924621582,3.695543050765991,3.695543050765991,14240
2017-04-18,3.572788953781128,3.5921709537506104,3.5055971145629883,3.52756404876709,3.52756404876709,12537
2017-04-19,3.636104106903076,3.636104106903076,3.636104106903076,3.636104106903076,3.636104106903076,774
2017-04-20,3.8506009578704834,3.8635220527648926,3.7821168899536133,3.7821168899536133,3.7821168899536133,1548
2017-04-21,3.7414140701293945,3.7414140701293945,3.7414140701293945,3.7414140701293945,3.7414140701293945,929
2017-04-24,3.847369909286499,3.875797986984253,3.636104106903076,3.676161050796509,3.676161050796509,8977
2017-04-25,3.585710048675537,3.585710048675537,3.456496000289917,3.5191650390625,3.5191650390625,22908
2017-04-26,3.424191951751709,3.528856039047241,3.3757359981536865,3.456496000289917,3.456496000289917,35135
2017-04-27,3.456496000289917,3.650317907333374,3.456496000289917,3.650317907333374,3.650317907333374,464
2017-04-28,3.6244750022888184,3.6244750022888184,3.6244750022888184,3.6244750022888184,3.6244750022888184,774
2017-05-01,3.472646951675415,3.472646951675415,3.4112699031829834,3.4177310466766357,3.4177310466766357,3560
2017-05-02,3.3983490467071533,3.4823389053344727,3.3983490467071533,3.4823389053344727,3.4823389053344727,4024
2017-05-03,3.5211029052734375,3.5211029052734375,3.5211029052734375,3.5211029052734375,3.5211029052734375,310
2017-05-04,3.572788953781128,3.572788953781128,3.516580104827881,3.516580104827881,3.516580104827881,2941
2017-05-05,3.5437159538269043,3.5437159538269043,3.4306530952453613,3.4306530952453613,3.4306530952453613,3715
2017-05-08,3.468770980834961,3.468770980834961,3.4435739517211914,3.4500350952148438,3.4500350952148438,3250
