Date,Open,High,Low,Close,Adj Close,Volume
2018-06-29,25.260000228881836,25.270000457763672,25.079999923706055,25.209999084472656,24.052106857299805,298200
2018-07-02,25.309999465942383,25.309999465942383,25.200000762939453,25.209999084472656,24.052106857299805,3200
2018-07-03,25.350000381469727,25.350000381469727,25.304000854492188,25.304000854492188,24.14179039001465,6800
2018-07-05,25.200000762939453,25.49799919128418,25.200000762939453,25.49799919128418,24.326881408691406,2300
2018-07-06,25.690000534057617,25.690000534057617,25.690000534057617,25.690000534057617,24.510066986083984,100
2018-07-09,26.190000534057617,26.190000534057617,25.66699981689453,25.670000076293945,24.490982055664062,11100
2018-07-10,25.805999755859375,25.948999404907227,25.739999771118164,25.739999771118164,24.557767868041992,18700
2018-07-11,26.309999465942383,26.309999465942383,25.639999389648438,25.7189998626709,24.537729263305664,18500
2018-07-12,25.700000762939453,25.700000762939453,25.600000381469727,25.607999801635742,24.43183135986328,2500
2018-07-13,25.540000915527344,25.559999465942383,25.454999923706055,25.540000915527344,24.36695098876953,900
2018-07-16,25.600000381469727,25.600000381469727,25.43000030517578,25.43000030517578,24.262012481689453,12300
2018-07-17,25.8700008392334,25.8700008392334,25.305999755859375,25.309999465942383,24.147518157958984,900
2018-07-18,25.19499969482422,25.360000610351562,25.170000076293945,25.360000610351562,24.195219039916992,9000
2018-07-19,25.440000534057617,25.440000534057617,25.420000076293945,25.420000076293945,24.252464294433594,800
2018-07-20,25.29599952697754,25.29599952697754,25.290000915527344,25.290000915527344,24.12843894958496,6300
2018-07-23,25.399999618530273,25.399999618530273,24.989999771118164,25.209999084472656,24.052106857299805,16700
2018-07-24,25.600000381469727,25.600000381469727,25.0,25.0,23.851757049560547,14200
2018-07-25,25.25,25.25,25.25,25.25,24.09027099609375,4800
2018-07-26,25.25,25.25,25.25,25.25,24.09027099609375,100
2018-07-27,25.55500030517578,25.55500030517578,25.55500030517578,25.55500030517578,24.381261825561523,100
2018-07-30,24.91900062561035,24.91900062561035,24.91900062561035,24.91900062561035,23.774477005004883,500
2018-07-31,25.3799991607666,25.3799991607666,25.371000289916992,25.37700080871582,24.211441040039062,2400
