Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,PreviousDayClose,PercentChangeClose,PreviousDayVolume,PercentChangeVolume
2012-05-18,42.04999923706055,45.0,38.0,38.22999954223633,38.22999954223633,573576400,,,,,,
2012-05-21,36.529998779296875,36.65999984741211,33.0,34.029998779296875,34.029998779296875,168192700,,,38.22999954223633,-0.10986138669186518,573576400.0,-0.7067649575540416
2012-05-22,32.61000061035156,33.59000015258789,30.940000534057617,31.0,31.0,101786600,,,34.029998779296875,-0.0890390504844879,168192700.0,-0.3948215350606774
2012-05-23,31.3700008392334,32.5,31.360000610351562,32.0,32.0,73600000,,,31.0,0.032258064516129004,101786600.0,-0.2769185727787351
2012-05-24,32.95000076293945,33.209999084472656,31.770000457763672,33.029998779296875,33.029998779296875,50237200,,,32.0,0.032187461853027344,73600000.0,-0.317429347826087
2012-05-25,32.900001525878906,32.95000076293945,31.110000610351562,31.90999984741211,31.90999984741211,37149800,,,33.029998779296875,-0.033908536883954676,50237200.0,-0.2605121304531304
2012-05-29,31.479999542236328,31.690000534057617,28.649999618530273,28.84000015258789,28.84000015258789,78063400,,,31.90999984741211,-0.09620807613614557,37149800.0,1.1013141389724845
2012-05-30,28.700000762939453,29.549999237060547,27.860000610351562,28.190000534057617,28.190000534057617,57267900,,,28.84000015258789,-0.022538128123828938,78063400.0,-0.2663924451151244
2012-05-31,28.549999237060547,29.670000076293945,26.829999923706055,29.600000381469727,29.600000381469727,111639200,,,28.190000534057617,0.05001773042567437,57267900.0,0.9494201812882959
2012-06-01,28.889999389648438,29.149999618530273,27.389999389648438,27.719999313354492,27.719999313354492,41855500,,,29.600000381469727,-0.06351354877995741,111639200.0,-0.6250824083296906
2012-06-04,27.200000762939453,27.649999618530273,26.440000534057617,26.899999618530273,26.899999618530273,35230300,,,27.719999313354492,-0.029581519305059034,41855500.0,-0.15828744131595607
2012-06-05,26.700000762939453,27.760000228881836,25.75,25.8700008392334,25.8700008392334,42473400,,,26.899999618530273,-0.03828991798897097,35230300.0,0.20559291291870907
2012-06-06,26.06999969482422,27.170000076293945,25.520000457763672,26.809999465942383,26.809999465942383,61489200,,,25.8700008392334,0.036335469509665375,42473400.0,0.4477108025258161
2012-06-07,27.0,27.350000381469727,26.149999618530273,26.309999465942383,26.309999465942383,26159500,,,26.809999465942383,-0.018649757924656618,61489200.0,-0.5745675663368526
2012-06-08,26.549999237060547,27.760000228881836,26.440000534057617,27.100000381469727,27.100000381469727,38034000,,,26.309999465942383,0.030026641260482823,26159500.0,0.4539268716909728
2012-06-11,27.18000030517578,28.06999969482422,26.84000015258789,27.010000228881836,27.010000228881836,28219600,,,27.100000381469727,-0.0033210387941333686,38034000.0,-0.25804280380711997
2012-06-12,27.479999542236328,27.770000457763672,26.959999084472656,27.399999618530273,27.399999618530273,15816800,,,27.010000228881836,0.01443907391127719,28219600.0,-0.43951012771265363
2012-06-13,27.65999984741211,28.100000381469727,27.100000381469727,27.270000457763672,27.270000457763672,17102800,,,27.399999618530273,-0.004744494984543213,15816800.0,0.08130595316372458
2012-06-14,27.649999618530273,28.31999969482422,27.3799991607666,28.290000915527344,28.290000915527344,16855000,,,27.270000457763672,0.0374037565325116,17102800.0,-0.014488855625979347
2012-06-15,28.510000228881836,30.100000381469727,28.350000381469727,30.010000228881836,30.010000228881836,43563800,,,28.290000915527344,0.06079884261899937,16855000.0,1.584621773954316
2012-06-18,29.959999084472656,32.08000183105469,29.40999984741211,31.40999984741211,31.40999984741211,42978900,,,30.010000228881836,0.04665110322734689,43563800.0,-0.01342628512664179
2012-06-19,31.540000915527344,32.18000030517578,30.700000762939453,31.90999984741211,31.90999984741211,30849000,,,31.40999984741211,0.015918497371186557,42978900.0,-0.2822291868800737
2012-06-20,31.920000076293945,31.93000030517578,31.149999618530273,31.600000381469727,31.600000381469727,15553600,,,31.90999984741211,-0.009714806249600305,30849000.0,-0.4958150993549224
2012-06-21,31.670000076293945,32.5,31.510000228881836,31.84000015258789,31.84000015258789,21875300,,,31.600000381469727,0.007594929374080017,15553600.0,0.4064460960806502
2012-06-22,32.40999984741211,33.45000076293945,32.060001373291016,33.04999923706055,33.04999923706055,74834000,,,31.84000015258789,0.03800248362669412,21875300.0,2.4209359414499456
2012-06-25,32.86000061035156,33.02000045776367,31.549999237060547,32.060001373291016,32.060001373291016,24352900,,,33.04999923706055,-0.02995455027603755,74834000.0,-0.6745743913194537
2012-06-26,32.689998626708984,33.439998626708984,32.5,33.099998474121094,33.099998474121094,24858700,,,32.060001373291016,0.03243908472494628,24352900.0,0.020769600335073024
2012-06-27,32.459999084472656,32.900001525878906,31.899999618530273,32.22999954223633,32.22999954223633,28568000,,,33.099998474121094,-0.026283956857731106,24858700.0,0.14921536524436108
2012-06-28,31.959999084472656,32.189998626708984,30.899999618530273,31.360000610351562,31.360000610351562,17713300,,,32.22999954223633,-0.026993451574352734,28568000.0,-0.3799600952114254
