Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,PreviousDayClose,PercentChangeClose,PreviousDayVolume,PercentChangeVolume
1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.09972153604030609,469033600,,,,,,
1980-12-15,0.12221000343561172,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.09451903402805328,175884800,,,0.1283479928970337,-0.05217061126947109,469033600.0,-0.6250059697215722
1980-12-16,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08758154511451721,105728000,,,0.12165199965238571,-0.07339788355543331,175884800.0,-0.39887926642893534
1980-12-17,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.08974923193454742,86441600,,,0.11272300034761429,0.024750907585714632,105728000.0,-0.1824152542372881
1980-12-18,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09235129505395889,73449600,,,0.11551299691200256,0.028992462021794285,86441600.0,-0.15029800466442078
1980-12-19,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.0979873538017273,48630400,,,0.11886200308799744,0.061028666763448536,73449600.0,-0.3379078987496188
1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.10275637358427048,37363200,,,0.12611599266529083,0.04866957539202743,48630400.0,-0.2316904652233993
1980-12-23,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10709258913993835,46950400,,,0.1322540044784546,0.04219903607898501,37363200.0,0.25659472422062346
1980-12-24,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.11272866278886795,48003200,,,0.13783499598503113,0.05262817636852102,46950400.0,0.022423664122137366
1980-12-26,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,0.12313447892665863,55574400,,,0.14508900046348572,0.09230885680839562,48003200.0,0.157722818478768
1980-12-29,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.16071400046348572,0.12486866861581802,93161600,,,0.15848200023174286,0.014083619770567601,55574400.0,0.6763401854091093
1980-12-30,0.15736599266529083,0.15736599266529083,0.156808003783226,0.156808003783226,0.12183388322591782,68880000,,,0.16071400046348572,-0.02430402248089858,93161600.0,-0.2606395768213513
1980-12-31,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,0.11836553364992142,35750400,,,0.156808003783226,-0.02846793757834465,68880000.0,-0.48097560975609754
1981-01-02,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.15401799976825714,0.11966614425182343,21660800,,,0.1523440033197403,0.010988266108534983,35750400.0,-0.3941102756892231
1981-01-05,0.15122799575328827,0.15122799575328827,0.15067000687122345,0.15067000687122345,0.11706491559743881,35728000,,,0.15401799976825714,-0.021737672882852888,21660800.0,0.6494312306101344
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,0.11186154186725616,45158400,,,0.15067000687122345,-0.0444482223984608,35728000.0,0.2639498432601881
1981-01-07,0.13839299976825714,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.10709258913993835,55686400,,,0.1439729928970337,-0.04263297434118307,45158400.0,0.2331349206349207
1981-01-08,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,0.10492486506700516,39827200,,,0.13783499598503113,-0.02024151481899905,55686400.0,-0.2847948511665326
1981-01-09,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,0.11056094616651535,21504000,,,0.13504500687122345,0.05371534827800528,39827200.0,-0.46006749156355453
1981-01-12,0.14229899644851685,0.14229899644851685,0.141183003783226,0.141183003783226,0.10969388484954834,23699200,,,0.14229899644851685,-0.007842589850551751,21504000.0,0.1020833333333333
1981-01-13,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,0.10579195618629456,23049600,,,0.141183003783226,-0.035570883974267664,23699200.0,-0.027410207939508546
